NA.;NA..1;NA..2;NA..3;NA..4;NA..5
Information theory;Decoding;Maximum likelihood decoding;;;
Information theory;Encoding;;;;
Information theory;Encoding;Audio coding;;;
Information theory;Encoding;Audio coding;Channel coding;;
Information theory;Encoding;Audio coding;Channel coding;Block codes;
Information theory;Encoding;Audio coding;Channel coding;Combined source-channel coding;
Information theory;Encoding;Audio coding;Channel coding;Turbo codes;
Information theory;Encoding;Audio coding;Code refractoring;;
Information theory;Encoding;Audio coding;Digital representation;;
Information theory;Encoding;Audio coding;Entropy coding;;
Information theory;Encoding;Audio coding;Entropy coding;Huffman coding;
Information theory;Encoding;Audio coding;Precoding;;
Information theory;Encoding;Audio coding;Source coding;;
Information theory;Encoding;Audio coding;Speech coding;;
Information theory;Encoding;Audio coding;Transcoding;;
Information theory;Error compensation;;;;
Information theory;Genetic communication;;;;
Information theory;Hamming distances;;;;
Information theory;Hamming weight;;;;
Information theory;Information entropy;;;;
Information theory;Mutual information;;;;
Information theory;Network coding;;;;
Information theory;Rate distortion theory;;;;
Information theory;Rate distortion theory;Channel rate control;;;
Information theory;Rate-distortion;;;;
Information theory;Source coding;;;;
Information theory;Speech coding;;;;
Information theory;Technology acceptance model;;;;
Instrumentation and measurement;Computerized instrumentation;;;;
Instrumentation and measurement;Electric variables;;;;
Instrumentation and measurement;Electric variables;Admittance;;;
Instrumentation and measurement;Electric variables;Admittance;Admittance control;;
Instrumentation and measurement;Electric variables;Admittance;Capacitance;;
Instrumentation and measurement;Electric variables;Admittance;Capacitance;Parasitic capacitance;
Instrumentation and measurement;Electric variables;Admittance;Capacitance;Quantum capacitance;
Instrumentation and measurement;Electric variables;Admittance;Capacitance-voltage characteristics;;
Instrumentation and measurement;Electric variables;Admittance;Conductivity;;
Instrumentation and measurement;Electric variables;Admittance;Conductivity;Photoconductivity;
Instrumentation and measurement;Electric variables;Admittance;Conductivity;Semiconductivity;
Instrumentation and measurement;Electric variables;Admittance;Conductivity;Transconductance;
Instrumentation and measurement;Electric variables;Admittance;Current;;
Instrumentation and measurement;Electric variables;Admittance;Current;Bioimpedance;
Instrumentation and measurement;Electric variables;Admittance;Current;Current slump;
Instrumentation and measurement;Electric variables;Admittance;Current;Dark current;
Instrumentation and measurement;Electric variables;Admittance;Current;Fault currents;
Instrumentation and measurement;Electric variables;Admittance;Current;Inrush current;
Instrumentation and measurement;Electric variables;Admittance;Current;Leakage currents;
Instrumentation and measurement;Electric variables;Admittance;Current;Persistent currents;
Instrumentation and measurement;Electric variables;Admittance;Current;Short-circuit currents;
Instrumentation and measurement;Electric variables;Admittance;Current;Threshold current;
Instrumentation and measurement;Electric variables;Admittance;Current-voltage characteristics;;
Instrumentation and measurement;Electric variables;Admittance;Electric potential;;
Instrumentation and measurement;Electric variables;Admittance;Gain;;
Instrumentation and measurement;Electric variables;Admittance;Impedance;;
Instrumentation and measurement;Electric variables;Admittance;Impedance matching;;
Instrumentation and measurement;Electric variables;Admittance;Impedance matching;Baluns;
Instrumentation and measurement;Electric variables;Admittance;Inductance;;
Instrumentation and measurement;Electric variables;Admittance;Permittivity;;
Instrumentation and measurement;Electric variables;Admittance;Piezoresistance;;
Instrumentation and measurement;Electric variables;Admittance;Q-factor;;
Instrumentation and measurement;Electric variables;Admittance;Resistance;;
Instrumentation and measurement;Electric variables;Admittance;Resistance;Electric resistance;
Instrumentation and measurement;Electric variables;Admittance;Resistance;Piezoresistance;
Instrumentation and measurement;Electric variables;Admittance;Resistance;Surface resistance;
Instrumentation and measurement;Electric variables;Admittance;Resistance;Thermal resistance;
Instrumentation and measurement;Electric variables;Admittance;Resistance;Viscosity;
Instrumentation and measurement;Electric variables;Admittance;Voltage;;
Instrumentation and measurement;Electric variables;Admittance;Voltage;Breakdown voltage;
Instrumentation and measurement;Electric variables;Admittance;Voltage;Dynamic voltage scaling;
Instrumentation and measurement;Electric variables;Admittance;Voltage;Threshold voltage;
Instrumentation and measurement;Electric variables;Admittance;Voltage;Voltage fluctuations;
Instrumentation and measurement;Electric variables;Admittance;Wiring;;
Instrumentation and measurement;High energy physics instrumentation computing;;;;
Instrumentation and measurement;High energy physics instrumentation computing;Linear particle accelerator;;;
Instrumentation and measurement;Instruments;;;;
Instrumentation and measurement;Instruments;Barometers;;;
Instrumentation and measurement;Instruments;Barometers;Compass;;
Instrumentation and measurement;Instruments;Barometers;Medical instruments;;
Instrumentation and measurement;Instruments;Barometers;Meters;;
Instrumentation and measurement;Instruments;Barometers;Meters;Dynamometers;
Instrumentation and measurement;Instruments;Barometers;Meters;Flowmeters;
Instrumentation and measurement;Instruments;Barometers;Meters;Goniometers;
Instrumentation and measurement;Instruments;Barometers;Meters;Potentiometers;
Instrumentation and measurement;Instruments;Barometers;Meters;Radiometers;
Instrumentation and measurement;Instruments;Barometers;Meters;Tachometers;
Instrumentation and measurement;Instruments;Barometers;Meters;Vibrometers;
Instrumentation and measurement;Instruments;Barometers;Meters;Voltmeters;
Instrumentation and measurement;Instruments;Barometers;Meters;Wattmeters;
Instrumentation and measurement;Instruments;Barometers;Microscopy;;
Instrumentation and measurement;Instruments;Barometers;Microscopy;Atomic force microscopy;
Instrumentation and measurement;Instruments;Barometers;Microscopy;Electron microscopy;
Instrumentation and measurement;Instruments;Barometers;Microscopy;Endomicroscopy;
Instrumentation and measurement;Instruments;Barometers;Microscopy;Immunofluorescence;
Instrumentation and measurement;Instruments;Barometers;Microscopy;Scanning microwave microscopy;
Instrumentation and measurement;Instruments;Barometers;Microscopy;Scanning probe microscopy;
Instrumentation and measurement;Instruments;Barometers;Network analyzers;;
Instrumentation and measurement;Instruments;Barometers;Odometers;;
Instrumentation and measurement;Instruments;Barometers;Oscilloscopes;;
Instrumentation and measurement;Instruments;Barometers;Pressure gauges;;
